IDs,title,fol_or_p
AvA_1514-1515_D_n29,Der liebe strick (Der Liebe Strick),xxx
AvA_1514-1515_D_n30,In ewig zeit (In ewiger Zeit),xxxj
AvA_1514-1515_D_n31,Fernd was mein (Fert war mein Gemüt),xxxij
AvA_1514-1515_D_n32,Ach hóchster hort (Ach höchster Hort),xxxiij
AvA_1514-1515_D_n33,Ach gutter gsell (Ach guter Geselle),xxxiiij
AvA_1514-1515_D_n34,Es lebt mein hertz (Es lebt mein Herz),xxxv
AvA_1514-1515_D_n35,Da ich mein hertz (Da ich mein Herz),xxxvj
AvA_1514-1515_D_n36,Nie noch nimer (Nie noch nimmer),xxxvij
AvA_1514-1515_D_n37,Ach was will doch (Ach was will doch),xxxviij
AvA_1514-1515_D_n38,Ey freuntlichs hertz (Ei freundliches Herz),xxxix
AvA_1514-1515_D_n39,Wer gnad durch clafft (Wer Gnade durch Klaffen erlangen will),xl
AvA_1514-1515_D_n40,Ich will mit fleis (Ich will mit Fleiß),xlj
AvA_1514-1515_D_n41,Eim ieden gfelt (Einem jeden gefällt sein),xlij
AvA_1514-1515_D_n42,Ein frólich wesen (Ein fröhliches Wesen),xliij / xliiij
AvA_1514-1515_D_n43,Der welte lauff (Der Welt Lauf),xlv
AvA_1514-1515_D_n44,Nach allem wunsch (Nach allem Wunsch),xlvj
AvA_1514-1515_D_n45,Ich schrei vnd rúff (Ich schrie und rief),xlvij
AvA_1514-1515_D_n46,Spóttliche wort (Spottliche Worte),xlviij
AvA_1514-1515_D_n47,Ach hulff mich leidt (Ach hilf mich Leid),xlix / l
AvA_1514-1515_D_n48,Mein einigs a (Mein einiges A),lj
AvA_1514-1515_D_n49,Cupido hat (Cupido hat ihm jetzt erdacht),lij
AvA_1514-1515_D_n50,Die mich erfreit (Die mich erfreut ist Lobes wert),liij
AvA_1514-1515_D_n51,Ich denck mir (Ich denke mir wohl),liiij
AvA_1514-1515_D_n52,Rosina (Rosina wo war deine Gestalt),lv
AvA_1514-1515_D_n53,Fiel hinderlist (Viel Hinterlist),lvj
AvA_1514-1515_D_n54,Ach jupiter (Ach Jupiter),lvij / lviij
AvA_1514-1515_D_n55,Appollo aller kunst (Apollo aller Kunst),lvix / lx
AvA_1514-1515_D_n56,Sie ist die schón (Sie ist die Schöne),lxj
AvA_1514-1515_D_n57,Ich scheid von hin (Ich scheide von hinnen),lxij
AvA_1514-1515_D_n58,Ach weiplich art (Ach weibliche Art hart),lxiij
AvA_1514-1515_D_n59,Wer sich der pul (Wer sich der Buhlschaft),lxiiij
AvA_1514-1515_D_n60,Mein hertzigs a (Mein herziges A),lxv
AvA_1514-1515_D_n61,Nu schaw mein glúck (Nun schaue mein Glück),lxvj
AvA_1514-1515_D_n62,Mars yebt von art (Mars übt von Art),lxvij
AvA_1514-1515_D_n63,Ein plúmlein fein (Ein Blümlein fein),lxviij
AvA_1514-1515_D_n64,Warumb hat mich (Warum hat mich so härtiglich),lxix
AvA_1514-1515_D_n65,Ein weiplich pild (Ein weibliches Bild mich ansieht),lxx
AvA_1514-1515_D_n66,Mein lieb vnd trew (Meine Liebe und Treue),lxxj
AvA_1514-1515_D_n67,Ein pawer gab (Ein Bauer gab),lxxij
AvA_1514-1515_D_n68,Mag ich hertzliche (Mag ich herzlichen Aufenthalt),lxxiij
AvA_1514-1515_D_n69,An dich kan ich (Ohne dich kann ich),lxxiiij
AvA_1514-1515_D_n70,Mit angum vnd not (Mit Angst und Not),lxxv
AvA_1514-1515_D_n71,Ich stel leicht ab (Ich stelle leicht ab),lxxvj
AvA_1514-1515_D_n72,Mit leid vnd schmertz (Mit Leid und Schmerz),lxxvij
AvA_1514-1515_D_n73,Ursprung der lieb (Ursprung der Liebe),lxxiij
AvA_1514-1515_D_n74,Wolumb gelúck (Wohlum Glück),lxxix
AvA_1514-1515_D_n75,Sie ist mein bul (Sie ist meine Buhle),lxxx
AvA_1514-1515_D_n76,[register] ([register]),
AvA_1514-1515_T_n00,In dissem búechlyn fynt man (In diesem Büchlein findet man),
AvA_1514-1515_T_n01,Mit got so wóln wirs heben an (Mit Gott so wollen wir es heben an),Aij
AvA_1514-1515_T_n02,Jetz scheyden pringt mir schwer (Jetzt Scheiden),Aiij
AvA_1514-1515_T_n03,Nie noch nimer (Nie noch nimmer),Aiiij
AvA_1514-1515_T_n04,Fiel hinderlist (Viel Hinterlist),Av
AvA_1514-1515_T_n05,An dich kan ich (Ohne dich kann ich),v
AvA_1514-1515_T_n06,Mein hertzigs a (Mein herziges A),vj
AvA_1514-1515_T_n07,Der welte lauff (Der Welt Lauf),vij
AvA_1514-1515_T_n08,Nach allem wunsch (Nach allem Wunsch),B
AvA_1514-1515_T_n09,Was ich durch glúck (Was ich durch Glück),Bij
AvA_1514-1515_T_n10,Eym ieden gfelt (Einem jeden gefällt sein),Biij
AvA_1514-1515_T_n11,Das kalp gat seiner narung nach (Das Kalb geht),Biiij
AvA_1514-1515_T_n12,Mein einigs A (Mein einiges A),Bv
AvA_1514-1515_T_n13,Auß hertzen grundt (Aus Herzens Grund),xiij
AvA_1514-1515_T_n14,Da ich mein hertz (Da ich mein Herz),xiiij
AvA_1514-1515_T_n15,Ich klag vnd rew (Ich klage und reue),xv
AvA_1514-1515_T_n16,O werder mundt (O werter Mund),C
AvA_1514-1515_T_n17,Mein hóchste frucht (Meine höchste Frucht),Cij
AvA_1514-1515_T_n18,Wie du nu wilt (Wie du nun willst),Ciij
AvA_1514-1515_T_n19,In ewig zeit (In ewiger Zeit),Ciiij
AvA_1514-1515_T_n20,Ach was will doch (Ach was will doch),Cv
AvA_1514-1515_T_n21,Ach húlff mich leide (Ach hilf mich Leid),43
AvA_1514-1515_T_n22,Ursprung der lieb (Ursprung der Liebe),D
AvA_1514-1515_T_n23,Ich will mit fleis (Ich will mit Fleiß),Dij
AvA_1514-1515_T_n24,Cupido hat (Cupido hat ihm jetzt erdacht),Diij
AvA_1514-1515_T_n25,Nach lust (Nach Lust),Diiij
AvA_1514-1515_T_n26,Einigs ein (Einiges Eines schönes),Dv
AvA_1514-1515_T_n27,Freuntliches pild (Freundliches Bild),xxviij
AvA_1514-1515_T_n28,Ain frólich wesen (Ein fröhliches Wesen),xxix
AvA_1514-1515_T_n29,Wer sich der bulschafft (Wer sich der Buhlschaft),xxx
AvA_1514-1515_T_n30,O Jesu christ (O Jesus Christ dein Leiden),"E, Eij"
AvA_1514-1515_T_n31,Ferndt was mein gmút (Fert war mein Gemüt),Eiij
AvA_1514-1515_T_n32,Ein pawer gab (Ein Bauer gab),Eiiij
AvA_1514-1515_T_n33,Ich traw keim alten (Ich traue keinem alten Stechzeug mehr),Ev
AvA_1514-1515_T_n34,Es lebt mein hertz (Es lebt mein Herz),xxxv
AvA_1514-1515_T_n35,Sie ist die schón (Sie ist die Schöne),xxxvj
AvA_1514-1515_T_n36,Mit angst vnd not (Mit Angst und Not),xxxvij
AvA_1514-1515_T_n37,Rosina (Rosina wo war deine Gestalt),[80-]81
AvA_1514-1515_T_n38,Ach jupiter (Ach Jupiter),82-87
AvA_1514-1515_T_n39,Ich hett wol sin (Ich hätte wohl Sinn),Fv
AvA_1514-1515_T_n40,Warumb hat mich (Warum hat mich so härtiglich),xlij
AvA_1514-1515_T_n41,Mein M ich hab (Mein M ich habe),xliij
AvA_1514-1515_T_n42,Ich schel mein horn (Ich schelle mein Horn),xliiij
AvA_1514-1515_T_n43,Mars iebt von art (Mars übt von Art),G
AvA_1514-1515_T_n44,Mag ich hertzliche (Mag ich herzlichen Aufenthalt),Gij
AvA_1514-1515_T_n45,Ich schrei und riiff (Ich schrie und rief),Giij
AvA_1514-1515_T_n46,Freuntlich vnd milt (Freundlich und mild),Giiij
AvA_1514-1515_T_n47,Het ich vill gelt (Hätte ich viel Geld),Gv
AvA_1514-1515_T_n48,Ach weiplich art (Ach weibliche Art hart),l
AvA_1514-1515_T_n49,Ich stell leicht ab (Ich stelle leicht ab),li
AvA_1514-1515_T_n50,Ich reú vnd klag (Ich reue und klage),lij
AvA_1514-1515_T_n51,Ach hochster hort (Ach höchster Hort),H
AvA_1514-1515_T_n52,Entrist mein gmút (Entrüstet mein Gemüt vor Unmut wütet),Hij
AvA_1514-1515_T_n53,Sie ist mein buel (Sie ist meine Buhle),Hiij
AvA_1514-1515_T_n54,Mit leid vnd schmertz (Mit Leid und Schmerz),Hiiij
AvA_1514-1515_T_n55,Der vnfal reit mich (Der Unfall reitet mich),Hv
AvA_1514-1515_T_n56,Auff erd lebt nie (Auf Erden lebt nicht),lviij
AvA_1514-1515_T_n57,Ach gutter gsell (Ach guter Geselle),lix
AvA_1514-1515_T_n58,Ich scheid von hin (Ich scheide von hinnen),lx
AvA_1514-1515_T_n59,Nu schaw mein glúck (Nun schaue mein Glück),I
AvA_1514-1515_T_n60,Die mich erfrewt (Die mich erfreut ist Lobes wert),Iij
AvA_1514-1515_T_n61,Ach scheiden thut (Ach Scheiden tut mich kränken),Iiij
AvA_1514-1515_T_n62,Wer gnad durch claff (Wer Gnade durch Klaffen erlangen will),Iiiij
AvA_1514-1515_T_n63,Mein lieb vnd trew (Meine Liebe und Treue),Iv
AvA_1514-1515_T_n64,Wolumb gelick (Wohlum Glück),lxvj
AvA_1514-1515_T_n65,Spótlicher wort (Spottliche Worte),lxvij
AvA_1514-1515_T_n66,Ey freuntlichs hertz (Ei freundliches Herz),lxviij
AvA_1514-1515_T_n67,Ein weiplichs bild (Ein weibliches Bild mich ansieht),K
AvA_1514-1515_T_n68,Ein plúmlein fein (Ein Blümlein fein),Kij
AvA_1514-1515_T_n69,Der liebe strick (Der Liebe Strick),Kiij
AvA_1514-1515_T_n70,Ich denck mir wol (Ich denke mir wohl),Kiiij
AvA_1514-1515_T_n71,Appollo aller (Apollo aller Kunst),[152-]153[-154]
AvA_1514-1515_T_n72,Fors seulement (Fors seulement),155
AvA_1514-1515_T_n73,Ich het gepflanzt (Ich hatte gepflanzt),lxxv
AvA_1514-1515_T_n74,Ein meidlein thet (Ein Maidlein tat mir klagen),lxxvj
AvA_1514-1515_T_n75,Frid gib mir her (Frieden gib mir Herr),L
AvA_1514-1515_T_n76,Das Regyster dysz Búchleins (Das Register dieses Büchleins),"Lij, Liij"
AvA_1514-1515_T_n77,Getruckt yn der lóblicher keyserlicher [...] Stat Cóln (Gedruckt in der löblichen kaiserlichen [...] Stadt Köln),
BR_1531_n00,Etliche hubsche bergkreien geistlich vnd weltlich zu samen gebracht M.D.XXXI. W.M. (Etliche hübsche Bergreihen geistlich und weltlich zu samen gebracht),1
BR_1531_n01,Ach Got von himelreiche durch Christum deinen son (Ach Got von Himmelreich durch Christum deinen Sohn),3-5
BR_1531_n02,Ach herre Gott kúnd ich aus meines hertzen grund gewinnen (Ach Herr Gott könnte ich aus meines Herzens Grund gewinnen),5-7
BR_1531_n03,Der somer fert vns von hinnen (Der Sommer fährt uns von hinnen),7-9
BR_1531_n04,Es reist ein Thum ynn grosser sum (Es reist ein Thum in großer Summe),9-10
BR_1531_n05,Eine múhl vnd die ich euch bauen wil (Eine Mühle und die ich euch bauen will),10-12
BR_1531_n06,Fróleichen wil ich singen (Fröhlich will ich singen),13-14
BR_1531_n07,Die fassnacht bringt vns freuden zwar (Die Fastnacht bringt uns Freuden zwar),14-15
BR_1531_n08,"Gib húlff gib radt mein auserwelte frau (Gib Hilfe, gib Rat, meine auserwählte Frau)",15-16
BR_1531_n09,Gros lieb hat mich vmbfangen (Große Liebe hat mich umfangen),16-17
BR_1531_n10,Hilff Gott das mir gelinge du edler schópfer mein (Hilf Gott dass mir gelinge du edler Schöpfer mein),17-19
BR_1531_n11,Ynn Gottes namen heben wir an (In Gottes Namen heben wir an),19-22
BR_1531_n12,Ynn Jhesus namen heben wir an (In Jesus Namen heben wir an),22-25
BR_1531_n13,Ich sahe mir den Maien mit rotten róslein (Ich sah mir den Mai mit roten Röslein),25-27
BR_1531_n14,Ich het mich vnterwunden gegen einer die ist hochgemelt (Ich hatte mich unterwunden gegen einer die ist hochgemeldet),27
BR_1531_n15,Jungfrau du thust mich drucken (Jungfrau du thust mich drücken),28
BR_1531_n16,Ich bin fur irt das klag ich Gott (Ich bin verirrt das klage ich Gott),29
BR_1531_n17,Ich weis das hófflichste Bergwerck (Ich weiß das höflichste Bergwerk),29-31
BR_1531_n18,Lieblichen hat sich gesellet mein hertz ynn kurtzer frist (Lieblich hat sich gesellt mein Herz in kurzer Frist),31-32
BR_1531_n19,Mich erfreuet schónes lieb wenn ich dich sol ane schauen (Mich erfreut schönes Lieb wenn ich dich soll anschauen),32-33
BR_1531_n20,Noch wollust meines hertzen wil ich heben an (Nach Wollust meines Herzens will ich heben an),33-34
BR_1531_n21,O Gott ynn Trinitate wer kan volloben dich (O Gott in Trinitate wer kann vollloben dich),34-37
BR_1531_n22,Venus gib vns weise lere (Venus gib uns weise Lehre),37-38
BR_1531_n23,Wiewol ich sach mein himelreich auff erden (Wiewohl ich sah mein Himmelreich auf Erden),38-39
BR_1531_n24,Wollust ynn dem Maien die zeit hat freuden bracht (Wollust in dem Mai die Zeit hat Freude gebracht),39-40
BR_1531_n25,Was wóllen wir aber heben an (Was wollen wir aber heben an),40-42
BR_1531_n26,Wach auff meins hertzen schóne du Christliche schar (Wache auf meines Herzens schöne du christliche Schar),42-44
BR_1531_n27,Wo sol ich mich hin keren ich thumes brúderlein (Wo soll ich mich hin kehren),44-46
BR_1531_n28,Lobt Gott ihr fromen Christen (Lobt Gott ihr frommen Christen),46-49
BR_1531_n29,Wach auff mein hort vernim mein wort (Wach auf mein Hort vernimm mein Wort),49-50
BR_1531_n30,Er ist der morgen sterne (Er ist der Morgenstern),50-51
BR_1531_n31,Mich erfreuet schónes lieb dein aneblick (Mich erfreut schönes Lieb dein Anblick),51-52
BR_1531_n32,Aude ach mir liebet ein bild yn eitel blauer farb (Ade ach mir liebt ein Bild in eitler blauer Farbe),53
BR_1531_n33,Inn óbern dorff sind zwen neue orden (Im oberen Dorf sind zwei neue Orden),54-55
BR_1531_n34,Es solt ein meidlein frúe auff stan (Es sollte ein Maidlein früh auf stehn),55-56
BR_1531_n35,Eins mals rith ich des winters kalt (Einstmals ritt ich des Winters kalt),56-57
BR_1531_n36,Ich het mich eines kalden winters verzeret (Ich hatte mich eines kalten Winters verzehrt),57-59
BR_1531_n37,Register aller Bergkreien so hierinnen begriffen (Register aller Bergreihen),60-61
BR_1531_n38,Gedruckt zu Zwickaw durch Wolffgang Meyerpegk 1531 (Gedruckt zu Zwickau durch Wolfgang Meyerpeck 1531),61
BR_1533_n00,Bergkreien Etliche Schóne Gesenge newlich zu samen gebracht [...] M.D.XXXiij. (Bergreihen Etliche schöne Gesänge neulich zusammen gebracht [...]),
BR_1533_n01,Ach Gott von hymelreiche durch Christum deinen sohn (Ach Got von Himmelreich durch Christum deinen Sohn),"Aij, Aiij"
BR_1533_n02,Ach herre Gott kúnd ich aus meines hertzen grund gewinnen (Ach Herr Gott könnte ich aus meines Herzens Grund gewinnen),"Aiij, Aiiij"
BR_1533_n03,Aude ach mir liebet ein bild in eitel blauer farb (Ade ach mir liebt ein Bild in eitler blauer Farbe),Aiiij
BR_1533_n04,Der somer fert vns von hinnen (Der Sommer fährt uns von hinnen),Aiiij
BR_1533_n05,Die Fassnacht bringt vns freuden zwar (Die Fastnacht bringt uns Freuden zwar),5
BR_1533_n06,Eine Múhl vnd die ich euch bauen wil (Eine Mühle und die ich euch bauen will),
BR_1533_n07,Ein Thurnier sich erhaben hat (Ein Turnier sich erhaben hat),6
BR_1533_n08,Es reyst ein Thum ynn grosser sum (Es reist ein Thum in großer Summe),B
BR_1533_n09,Er ist der morgen sterne (Er ist der Morgenstern),B
BR_1533_n10,Es solt ein Meidlein frue auff stan (Es sollte ein Maidlein früh auf stehn),"B, Bij"
BR_1533_n11,Eins mals rith ich des winters kalt (Einstmals ritt ich des Winters kalt),Bij
BR_1533_n12,Fróleichen wil ich singen (Fröhlich will ich singen),Biij
BR_1533_n13,Fúrwitz der kromer hat viel wahr gebracht (Fürwitz der Krämer hat viel Ware gebracht aus fremden Landen),Biij
BR_1533_n14,"Gib húlff gib radt mein auserwelte frau (Gib Hilfe, gib Rat, meine auserwählte Frau)",Bv
BR_1533_n15,Gros lieb hat mich vmbfangen (Große Liebe hat mich umfangen),Bv
BR_1533_n16,Grob hút macht man vorzeiten (Grobe Hüte machte man vor Zeiten),15
BR_1533_n17,Hilff Gott das mir gelinge du edler schópfer mein (Hilf Gott dass mir gelinge du edler Schöpfer mein),16
BR_1533_n18,Ynn Gottes namen heben wir an (In Gottes Namen heben wir an),17
BR_1533_n19,Ynn Jhesus namen heben wir an (In Jesus Namen heben wir an),"C, Cij"
BR_1533_n20,Ich sahe mir den Maien mit rotten róslein (Ich sah mir den Mai mit roten Röslein),"Cij, Ciij"
BR_1533_n21,Ich het mich vnterwunden gegen einer die ist hochgemelt (Ich hatte mich unterwunden gegen einer die ist hochgemeldet),Ciij
BR_1533_n22,Jungfrau du thust mich drucken (Jungfrau du thust mich drücken),21
BR_1533_n23,Ich bin fur irt das klag ich Gott (Ich bin verirrt das klage ich Gott),Ciiij
BR_1533_n24,Ich weis das hófflichste Bergwerck (Ich weiß das höflichste Bergwerk),"Ciii, Cv"
BR_1533_n25,Ich stundt an eynem morgen (Ich stand an einem Morgen),Cv
BR_1533_n26,Lobt Gott ihr fromen Christen (Lobt Gott ihr frommen Christen),25
BR_1533_n27,Lieblichen hat sich gesellet mein hertz ynn kurtzer frist (Lieblich hat sich gesellt mein Herz in kurzer Frist),26
BR_1533_n28,Mich erfreuet schónes lieb wenn ich dich sol ane schauen (Mich erfreut schönes Lieb wenn ich dich soll anschauen),27
BR_1533_n29,Noch wollust meines hertzen wil ich heben an (Nach Wollust meines Herzens will ich heben an),28
BR_1533_n30,O Gott ynn Trinitate wer kan volloben dich (O Gott in Trinitate wer kann vollloben dich),Dij
BR_1533_n31,Schaff ich mir vnfals kommers viel (Schaffe ich mir Unfalls Kummers viel),Dij
BR_1533_n32,Venus gib vns weise lere (Venus gib uns weise Lehre),Diij
BR_1533_n33,Wiewol ich sach mein himelreich auff erden (Wiewohl ich sah mein Himmelreich auf Erden),Diij
BR_1533_n34,Wollust ynn dem Maien die zeit hat freuden bracht (Wollust in dem Mai die Zeit hat Freude gebracht),Diiij
BR_1533_n35,Was wóllen wir aber heben an (Was wollen wir aber heben an),"Diiij, Dv"
BR_1533_n36,Wach auff meins hertzen schóne du Christliche schar (Wache auf meines Herzens schöne du christliche Schar),Dv
BR_1533_n37,Wo sol ich mich hin keren ich thumes brúderlein (Wo soll ich mich hin kehren),36
BR_1533_n38,Wach auff mein hort vernim mein wort (Wach auf mein Hort vernimm mein Wort),37
BR_1533_n39,Ich het mich eines kalden winters verzeret (Ich hatte mich eines kalten Winters verzehrt),38
BR_1533_n40,Inn óbern dorff sind zwen neue orden (Im oberen Dorf sind zwei neue Orden),E
BR_1533_n41,Ich stund an einem morgen (Ich stand an einem Morgen),"E, Eij"
BR_1533_n42,Was wóllen wir aber heben an (Was wollen wir aber heben an),"Eij, Eiij"
BR_1533_n43,Die bulschaft hat sich wol bedacht (Die Buhlschaft hat sich wohl bedacht),Eiij
BR_1533_n44,Es iagt ein Falcke zwey weisse ermelein (Es jagte ein Falke zwei weiße Ermelein),Eiiij
BR_1533_n45,Ich bin durch fraueleins willenn geritten gar manchen tagk (Ich bin durch Frauleins Willen geritten gar manchen Tag),Eiiiv
BR_1533_n46,Von deinet wegen bin ich hie (Von deinetwegen bin ich hier),Ev
BR_1533_n47,Wolt ihr hóren ein neues geleis (Wollt ihr hören ein neues Geleis),Ev
BR_1533_n48,Ach Gott wem sol ichs klagen das hertze leyden meyn (Ach Gott wem soll ich es klagen),47
BR_1533_n49,O lieber Gott das dein gepot so vbel wird gehalten (O lieber Gott dass dein Gebot so übel wird gehalten),48
BR_1533_n50,Das ende diser Bergkreyen Vnd vernemet also vergut Ihr lieben Bergkgesellen (das Ende dieser Bergreien Und venehmt also für gut ihr lieben Berggesellen),
BR_1533_n51,Register aller Bergkreyen so hierinnen begriffen sind (Register aller Bergreihen),
BR_1533_n52,Gedruckt ynn der Churfurstlichen Stadt Zwickaw durch Wolff Meyerpeck M.D.XXXIIII. (Gedruckt in der kurfürstlichen Stadt Zwickau durch Wolff Meyerbeck 1534),
BR_1536_n00,Bergkreyen Etliche Schóne gesenge newlich zúsamen gebracht gemehret vnd gebessert M.D.xxxvi. (Bergreihen Etliche schöne Gesänge neulich zusammen gebracht [...]),
BR_1536_n01,Ach Got von himelreiche durch Christum deynen son (Ach Got von Himmelreich durch Christum deinen Sohn),Aij
BR_1536_n02,Ach herre Got kúnd ich auß meynes hertzen grund gewinnen (Ach Herr Gott könnte ich aus meines Herzens Grund gewinnen),Aiij
BR_1536_n03,Aude ach mir liebet ein bild in eytel blawer farb (Ade ach mir liebt ein Bild in eitler blauer Farbe),Aiiij
BR_1536_n04,Der sommer fert vns von hinnen (Der Sommer fährt uns von hinnen),Aiiij
BR_1536_n05,Die Faßnacht bringt vns freuden zwar (Die Fastnacht bringt uns Freuden zwar),Av
BR_1536_n06,Ein Múl vnd die ich euch bawen will (Eine Mühle und die ich euch bauen will),Av
BR_1536_n07,Ein thurnier sich erhaben hat (Ein Turnier sich erhaben hat),7
BR_1536_n08,Es reyst ein Thum ynn grosser sum (Es reist ein Thum in großer Summe),8
BR_1536_n09,Er ist der morgen sterne (Er ist der Morgenstern),9
BR_1536_n10,Es solt ein Meydleyn frú auff stan (Es sollte ein Maidlein früh auf stehn),10
BR_1536_n11,Eins mals ritt ich des winters kalt (Einstmals ritt ich des Winters kalt),B
BR_1536_n12,Frólichen wil ich singen (Fröhlich will ich singen),12
BR_1536_n13,Fvrwitz der Kramer hat vil war gebracht (Fürwitz der Krämer hat viel Ware gebracht aus fremden Landen),"Bij, Biij"
BR_1536_n14,"Gib húlff gib rath meyn außerwelte fraw (Gib Hilfe, gib Rat, meine auserwählte Frau)",Biij
BR_1536_n15,Groß lieb hat mich vmbfangen (Große Liebe hat mich umfangen),Biiij
BR_1536_n16,Grob Hút macht man vor zeyten (Grobe Hüte machte man vor Zeiten),Biiij
BR_1536_n17,Hilff Got das mir gelinge du edler schópffer meyn (Hilf Gott dass mir gelinge du edler Schöpfer mein),17
BR_1536_n18,In Gottes namen heben wir an (In Gottes Namen heben wir an),18
BR_1536_n19,In Jhesus namen heben wir an (In Jesus Namen heben wir an),19
BR_1536_n20,Ich sahe mir den Mayen mit roten róßlein (Ich sah mir den Mai mit roten Röslein),20
BR_1536_n21,Ich het mich vnterwunden gegen eyner die ist hoch gemelt (Ich hatte mich unterwunden gegen einer die ist hochgemeldet),C
BR_1536_n22,Iunckfraw du thúst mich drucken (Jungfrau du thust mich drücken),C
BR_1536_n23,Ich bin verirt das klag ich Got (Ich bin verirrt das klage ich Gott),23
BR_1536_n24,Ich weyß das hóflichste Bergwergk (Ich weiß das höflichste Bergwerk),24
BR_1536_n25,Ich stund an eynem morgen (Ich stand an einem Morgen),Ciij
BR_1536_n26,Lobt Gott jr frummen Christen (Lobt Gott ihr frommen Christen),Ciiij
BR_1536_n27,Lieblich hat sich gesellet mein hertz in kurtzer frist (Lieblich hat sich gesellt mein Herz in kurzer Frist),Ciiij
BR_1536_n28,Mich erfrewet schónes lieb dein aneplick (Mich erfreut schönes Lieb dein Anblick),Cv
BR_1536_n29,Nach wollust meynes hertzen wil ich heben an (Nach Wollust meines Herzens will ich heben an),Cv
BR_1536_n30,O Gott in Trinitate wer kan volloben dich (O Gott in Trinitate wer kann vollloben dich),30
BR_1536_n31,Schaff ich mir vnfals kummers vil (Schaffe ich mir Unfalls Kummers viel),31
BR_1536_n32,Venus gib uns weyse lere (Venus gib uns weise Lehre),32
BR_1536_n33,Wiewol ich sach mein himelreych auff erden (Wiewohl ich sah mein Himmelreich auf Erden),33
BR_1536_n34,Wollust in dem Mayen die zeyt hat frewden bracht (Wollust in dem Mai die Zeit hat Freude gebracht),34
BR_1536_n35,Was wóllen wir aber heben an (Was wollen wir aber heben an),35
BR_1536_n36,Wach auff meyns hertzen schóne du Christenliche schar (Wache auf meines Herzens schöne du christliche Schar),Dij
BR_1536_n37,Wo sol ich mich hin keren ich thummes brúderleyn (Wo soll ich mich hin kehren),"Dij, Diij"
BR_1536_n38,Wach auff meyn hort vernym meyn wort (Wach auf mein Hort vernimm mein Wort),Diij
BR_1536_n39,Ich het mich eynes kalten winters verzeret (Ich hatte mich eines kalten Winters verzehrt),39
BR_1536_n40,In óbern dorff sind zwen newe orden (Im oberen Dorf sind zwei neue Orden),E
BR_1536_n41,Ich stund an eynem morgen (Ich stand an einem Morgen),"E,  Eij"
BR_1536_n42,Was wóllen wir aber heben an (Was wollen wir aber heben an),"Eij, Eiij"
BR_1536_n43,Die búlschafft hat sich wol bedacht (Die Buhlschaft hat sich wohl bedacht),Eiij
BR_1536_n44,Es iagt ein Falcke zwey weisse ermelein (Es jagte ein Falke zwei weiße Ermelein),Eiiij
BR_1536_n45,Ich bin durch Frewleyns willen geritten so manchen tag (Ich bin durch Frauleins Willen geritten gar manchen Tag),Eiiij
BR_1536_n46,Von deynet wegen bin ich hie (Von deinetwegen bin ich hier),Ev
BR_1536_n47,Wolt ir hóren ein newes geleiß (Wollt ihr hören ein neues Geleis),Ev
BR_1536_n48,Ach Got wem sol ichs klagen das hertze leyden mein (Ach Gott wem soll ich es klagen),48
BR_1536_n49,O lieber Got das deyn gepot so vbel wird gehalten (O lieber Gott dass dein Gebot so übel wird gehalten),49
BR_1536_n50,Ich kam mir zú einem tantze da ich das frewlein fand (Ich kam mir zu einem Tantz da ich das Fräulein fand),50
